window_id,period_start,period_end,driver_number,pillar,rank,combined_score,mi_score
14,2023-04-03,2024-03-25,8,Social,2,0.41449605898234954,0.1121791436475208
14,2023-04-03,2024-03-25,24,Governance,3,0.16360260200170876,0.020611450900625883
14,2023-04-03,2024-03-25,12,Social,4,0.09572794125450199,0.001284210693763832
14,2023-04-03,2024-03-25,10,Social,5,0.0923840516061043,0.0
14,2023-04-03,2024-03-25,19,Governance,6,0.05710169685503644,0.0
15,2023-07-03,2024-06-24,19,Governance,1,0.436654256530764,0.09355237761591062
15,2023-07-03,2024-06-24,24,Governance,2,0.3540910379256924,0.06805437546292747
15,2023-07-03,2024-06-24,15,Social,3,0.3040268392889304,0.02976442265148549
15,2023-07-03,2024-06-24,12,Social,4,0.11666708849433098,0.010307003009673021
15,2023-07-03,2024-06-24,8,Social,5,0.11457767048551286,0.0
15,2023-07-03,2024-06-24,10,Social,6,0.10538381278930611,0.0
16,2023-10-02,2024-09-23,15,Social,1,0.3951814780971028,0.04347084950670088
16,2023-10-02,2024-09-23,10,Social,2,0.39246822980537355,0.07267737283087117
16,2023-10-02,2024-09-23,24,Governance,3,0.34199358255509515,0.041711544157429836
16,2023-10-02,2024-09-23,12,Social,4,0.27551425101949223,0.045533543198879256
16,2023-10-02,2024-09-23,8,Social,5,0.20519823145958044,0.017088699681644837
16,2023-10-02,2024-09-23,19,Governance,6,0.11065808916377604,0.0
17,2024-01-01,2024-12-23,24,Governance,1,0.44623981680212316,0.1157942737537272
17,2024-01-01,2024-12-23,12,Social,2,0.26342881995443496,0.057784968025426986
17,2024-01-01,2024-12-23,10,Social,3,0.22329510986333634,0.03153110080224586
17,2024-01-01,2024-12-23,19,Governance,4,0.18497034083554537,0.03994224303691807
17,2024-01-01,2024-12-23,8,Social,5,0.15868615770405592,0.0
17,2024-01-01,2024-12-23,15,Social,6,0.14859100786640606,0.0
