window_id,period_start,period_end,driver_number,pillar,rank,combined_score,mi_score
5,2021-01-04,2021-12-27,24,Governance,4,0.18082656507390713,0.03153223064766619
5,2021-01-04,2021-12-27,1,Environmental,5,0.16897142007447324,0.0
5,2021-01-04,2021-12-27,12,Social,6,0.10124955069708425,0.0
6,2021-04-05,2022-03-28,13,Social,1,0.5273059436836589,0.23720884508422846
6,2021-04-05,2022-03-28,15,Social,2,0.3150556218596383,0.14154046741787774
6,2021-04-05,2022-03-28,3,Environmental,3,0.1561973531444255,0.03949442180508633
6,2021-04-05,2022-03-28,24,Governance,4,0.1264257977955953,0.0
6,2021-04-05,2022-03-28,12,Social,5,0.10890932930946555,0.0
6,2021-04-05,2022-03-28,1,Environmental,6,0.08283503347293172,0.0
7,2021-07-05,2022-06-27,13,Social,1,0.46797007061380747,0.12468391700839865
7,2021-07-05,2022-06-27,12,Social,2,0.12984670024730582,0.0
7,2021-07-05,2022-06-27,3,Environmental,3,0.1233722350629904,0.0
7,2021-07-05,2022-06-27,24,Governance,4,0.11211445872081724,0.0
7,2021-07-05,2022-06-27,15,Social,5,0.11063713071447333,0.0
7,2021-07-05,2022-06-27,1,Environmental,6,0.07598630602050428,0.0
8,2021-10-04,2022-09-26,24,Governance,1,0.3600175593269945,0.05812237445234336
8,2021-10-04,2022-09-26,13,Social,2,0.18790445642032413,0.010565076246256577
8,2021-10-04,2022-09-26,1,Environmental,3,0.12943015365092975,0.0
8,2021-10-04,2022-09-26,15,Social,4,0.1281549765563962,0.0
8,2021-10-04,2022-09-26,3,Environmental,5,0.11862999075503905,0.002534301854618448
8,2021-10-04,2022-09-26,12,Social,6,0.10639544298947985,0.0
9,2022-01-03,2022-12-26,3,Environmental,1,0.4182984542378657,0.17978805215032256
9,2022-01-03,2022-12-26,12,Social,2,0.2849323123446018,0.09678549020266902
9,2022-01-03,2022-12-26,24,Governance,3,0.17062697017618125,0.012779368425945847
9,2022-01-03,2022-12-26,13,Social,4,0.13214325803547217,0.0
9,2022-01-03,2022-12-26,1,Environmental,5,0.1193414748838079,0.0
9,2022-01-03,2022-12-26,15,Social,6,0.11087272171568573,0.0
10,2022-04-04,2023-03-27,12,Social,1,0.417886177969794,0.1555628623502594
10,2022-04-04,2023-03-27,3,Environmental,2,0.3675329760341593,0.13122223769942387
10,2022-04-04,2023-03-27,24,Governance,3,0.16778548076249306,0.02813984096634936
10,2022-04-04,2023-03-27,1,Environmental,4,0.1560770597004498,0.0001971238663749375
10,2022-04-04,2023-03-27,13,Social,5,0.11854541791328424,0.0
10,2022-04-04,2023-03-27,15,Social,6,0.11243649619442929,0.0
11,2022-07-04,2023-06-26,12,Social,1,0.3908287924748295,0.16360228957758727
11,2022-07-04,2023-06-26,13,Social,2,0.22808543476546062,0.039305407105964196
11,2022-07-04,2023-06-26,3,Environmental,3,0.20467501012213019,0.04816070105960102
11,2022-07-04,2023-06-26,15,Social,4,0.18691985187792667,0.054586367975160366
11,2022-07-04,2023-06-26,1,Environmental,5,0.18313447232440555,0.0
11,2022-07-04,2023-06-26,24,Governance,6,0.07307744670556607,0.0
12,2022-10-03,2023-09-25,12,Social,1,0.3852518294729341,0.19604112873439572
12,2022-10-03,2023-09-25,3,Environmental,2,0.1759704057117539,0.010709479233948382
12,2022-10-03,2023-09-25,15,Social,3,0.16743511348622908,0.0
12,2022-10-03,2023-09-25,13,Social,4,0.12524171201178846,0.0
12,2022-10-03,2023-09-25,1,Environmental,5,0.06996680981354164,0.0
12,2022-10-03,2023-09-25,24,Governance,6,0.0665304458764921,0.0
13,2023-01-02,2023-12-25,15,Social,1,0.5172239726599008,0.03757020425530033
13,2023-01-02,2023-12-25,12,Social,2,0.3927203631556506,0.03742803333139588
13,2023-01-02,2023-12-25,1,Environmental,3,0.35562560361043466,0.0347870961407406
13,2023-01-02,2023-12-25,13,Social,4,0.1677957136385712,0.0
13,2023-01-02,2023-12-25,3,Environmental,5,0.14284913701989316,0.0
13,2023-01-02,2023-12-25,24,Governance,6,0.07475231181926459,0.0
14,2023-04-03,2024-03-25,15,Social,1,0.4644851039098452,0.17348980892604282
14,2023-04-03,2024-03-25,24,Governance,2,0.3053388751252068,0.10272215267987628
14,2023-04-03,2024-03-25,1,Environmental,3,0.23662219632501078,0.06760621453625637
14,2023-04-03,2024-03-25,12,Social,4,0.20289226735879645,0.05748120478003216
14,2023-04-03,2024-03-25,3,Environmental,5,0.132044604474955,0.0
14,2023-04-03,2024-03-25,13,Social,6,0.11490601083957534,0.0
15,2023-07-03,2024-06-24,15,Social,1,0.4651165199946855,0.05649101049398997
15,2023-07-03,2024-06-24,3,Environmental,2,0.39912685977599877,0.06481521384414468
15,2023-07-03,2024-06-24,12,Social,3,0.22453729854502283,0.02917347710971052
15,2023-07-03,2024-06-24,1,Environmental,4,0.150927980979414,0.0012340125899328314
15,2023-07-03,2024-06-24,13,Social,5,0.14755437724797482,0.0
15,2023-07-03,2024-06-24,24,Governance,6,0.09235941630407205,0.0
16,2023-10-02,2024-09-23,3,Environmental,1,0.4562417054085496,0.11643134249314491
16,2023-10-02,2024-09-23,15,Social,2,0.22302200862587943,0.045014469605684004
16,2023-10-02,2024-09-23,12,Social,3,0.1097433551783352,0.0
16,2023-10-02,2024-09-23,13,Social,4,0.10925855884877891,0.0
16,2023-10-02,2024-09-23,24,Governance,5,0.10435924478025858,0.0
16,2023-10-02,2024-09-23,1,Environmental,6,0.08748862125756965,0.0
17,2024-01-01,2024-12-23,3,Environmental,1,0.4397882791573036,0.141829193712796
17,2024-01-01,2024-12-23,13,Social,2,0.17063054303819072,0.0
17,2024-01-01,2024-12-23,12,Social,3,0.1217779737070369,0.0
17,2024-01-01,2024-12-23,15,Social,4,0.10218719353317325,0.0
17,2024-01-01,2024-12-23,1,Environmental,5,0.09828480808416735,0.0
17,2024-01-01,2024-12-23,24,Governance,6,0.07021693940825055,0.0
