window_id,period_start,period_end,driver_number,pillar,rank,combined_score,mi_score
9,2022-01-03,2022-12-26,9,Social,6,0.085954906953126,0.0
10,2022-04-04,2023-03-27,27,Governance,1,0.4181214106544009,0.0394732227032768
10,2022-04-04,2023-03-27,18,Social,2,0.23715909644786623,0.0
10,2022-04-04,2023-03-27,21,Governance,3,0.19498386638592785,0.0
10,2022-04-04,2023-03-27,14,Social,4,0.09099943043355951,0.0
10,2022-04-04,2023-03-27,1,Environmental,5,0.0704990635492933,0.000654235453062757
10,2022-04-04,2023-03-27,9,Social,6,0.06924377641756424,0.0
11,2022-07-04,2023-06-26,21,Governance,1,0.4842103069119376,0.05937351982113559
11,2022-07-04,2023-06-26,9,Social,2,0.3927813143074469,0.0727663925884392
11,2022-07-04,2023-06-26,14,Social,3,0.21703775523801752,0.030665571995541097
11,2022-07-04,2023-06-26,18,Social,4,0.15616209546263957,0.0
11,2022-07-04,2023-06-26,1,Environmental,5,0.13301029142534718,0.010976872895076983
11,2022-07-04,2023-06-26,27,Governance,6,0.11048944552635553,0.0
12,2022-10-03,2023-09-25,21,Governance,1,0.49247808814188304,0.09973679979241079
12,2022-10-03,2023-09-25,18,Social,2,0.18461141072892276,0.0
12,2022-10-03,2023-09-25,27,Governance,3,0.12293260971960743,0.0
12,2022-10-03,2023-09-25,1,Environmental,4,0.09368616145567274,0.0
12,2022-10-03,2023-09-25,14,Social,5,0.08391850461581796,0.0
12,2022-10-03,2023-09-25,9,Social,6,0.06251564629917786,0.0
13,2023-01-02,2023-12-25,18,Social,1,0.41706975367243637,0.21439975720031446
13,2023-01-02,2023-12-25,14,Social,2,0.38601278066738137,0.17510259649525706
13,2023-01-02,2023-12-25,21,Governance,3,0.1869632781229004,0.0362287724116821
13,2023-01-02,2023-12-25,27,Governance,4,0.17144603568694639,0.0320066017307612
13,2023-01-02,2023-12-25,9,Social,5,0.12422365834544785,0.0
13,2023-01-02,2023-12-25,1,Environmental,6,0.07372677259380193,0.0
14,2023-04-03,2024-03-25,21,Governance,1,0.4720457782752572,0.15318922640047594
14,2023-04-03,2024-03-25,18,Social,2,0.2932298217852673,0.10916913504654602
14,2023-04-03,2024-03-25,27,Governance,3,0.11237422137273606,0.0
14,2023-04-03,2024-03-25,9,Social,4,0.11167413101147085,0.0
14,2023-04-03,2024-03-25,14,Social,5,0.08833727098593658,0.0
14,2023-04-03,2024-03-25,1,Environmental,6,0.08500371769688247,0.0
15,2023-07-03,2024-06-24,18,Social,1,0.4520525416472943,0.11715066946088548
15,2023-07-03,2024-06-24,1,Environmental,2,0.17098310936422528,0.0
15,2023-07-03,2024-06-24,27,Governance,3,0.15046733050688804,0.0
15,2023-07-03,2024-06-24,21,Governance,4,0.10088750061693022,0.0
15,2023-07-03,2024-06-24,14,Social,5,0.09356701638596981,0.0
15,2023-07-03,2024-06-24,9,Social,6,0.07666387168494303,0.0
16,2023-10-02,2024-09-23,27,Governance,1,0.4794260133186776,0.0468891936257374
16,2023-10-02,2024-09-23,1,Environmental,2,0.42743784278412883,0.04614886641482174
16,2023-10-02,2024-09-23,21,Governance,3,0.304570256886426,0.024993970432936052
16,2023-10-02,2024-09-23,18,Social,4,0.13379267158709304,0.0
16,2023-10-02,2024-09-23,14,Social,5,0.09931245430056754,0.0
16,2023-10-02,2024-09-23,9,Social,6,0.06864034087337954,0.0
17,2024-01-01,2024-12-23,14,Social,1,0.4177084324241883,0.16281527904736048
17,2024-01-01,2024-12-23,27,Governance,2,0.39766861571917567,0.10528607078285823
17,2024-01-01,2024-12-23,18,Social,3,0.12819862447908753,0.0
17,2024-01-01,2024-12-23,21,Governance,4,0.1262792038820252,0.0031266421414590795
17,2024-01-01,2024-12-23,1,Environmental,5,0.11686132743749496,0.0
17,2024-01-01,2024-12-23,9,Social,6,0.09473277759553836,0.0
