window_id,period_start,period_end,driver_number,pillar,rank,combined_score,mi_score,correlation,binary_auc_score,three_class_f1_score
3,2020-07-06,2021-06-28,8,Social,6,0.07081690364723037,0.0,0.00953281352740665,0.505357142857143,0.1691542288557214
4,2020-10-05,2021-09-27,12,Social,1,0.45174099407204743,0.04076679974382724,0.0,0.5,0.3793524851801186
4,2020-10-05,2021-09-27,19,Governance,2,0.3113951368058859,0.0311273378984831,0.05436320925898112,0.5258928571428572,0.16666666666666666
4,2020-10-05,2021-09-27,24,Governance,3,0.2168549240042748,0.0,0.14928400545843576,0.5928571428571429,0.407405380756954
4,2020-10-05,2021-09-27,10,Social,4,0.15278330581019678,0.0,0.059974124597011375,0.5366071428571428,0.32870257037943695
4,2020-10-05,2021-09-27,8,Social,5,0.14901589026689005,0.0,0.03571793356534617,0.5214285714285715,0.3412892696858425
4,2020-10-05,2021-09-27,15,Social,6,0.09468659473197946,0.0,0.014626804327602579,0.5089285714285714,0.22372742200328408
5,2021-01-04,2021-12-27,12,Social,1,0.4901431476759086,0.12850184482043203,0.18712221277743193,0.6160714285714286,0.30687830687830686
5,2021-01-04,2021-12-27,8,Social,2,0.3688267521477139,0.11461997303471749,0.017447955889762154,0.5107142857142857,0.23751446352065547
5,2021-01-04,2021-12-27,24,Governance,3,0.23296225279162897,0.0,0.13492977416435542,0.5839285714285715,0.4606286959228136
5,2021-01-04,2021-12-27,15,Social,4,0.21416223526771766,0.007205212029990804,0.07946412613130495,0.5491071428571429,0.4220354808590102
5,2021-01-04,2021-12-27,10,Social,5,0.15253838975774617,0.0,0.07646418482190036,0.5473214285714286,0.31263616557734203
5,2021-01-04,2021-12-27,19,Governance,6,0.05993561603745976,0.0,0.0,0.5,0.1498390400936494
6,2021-04-05,2022-03-28,15,Social,1,0.43823036799741216,0.17304895114362595,0.041194363842073055,0.5241935483870969,0.31018468902940016
6,2021-04-05,2022-03-28,19,Governance,2,0.22961600471180937,0.0642694248900515,0.1757811828226469,0.5854838709677419,0.16666666666666666
6,2021-04-05,2022-03-28,12,Social,3,0.22046963725465746,0.024163316401589974,0.26637484471554856,0.657258064516129,0.2165800273597811
6,2021-04-05,2022-03-28,10,Social,4,0.21861215206538737,0.030207556549363357,0.14467725035144624,0.5854838709677419,0.2906703146374829
6,2021-04-05,2022-03-28,24,Governance,5,0.20101447537744493,0.0,0.1473336215185681,0.5870967741935483,0.37524851801185594
6,2021-04-05,2022-03-28,8,Social,6,0.15925430160857373,0.017775695308086537,0.10669768681685865,0.5629032258064517,0.22912904696762426
7,2021-07-05,2022-06-27,19,Governance,1,0.44386003723495765,0.1248371564125268,0.2664379442811809,0.627742946708464,0.16666666666666666
7,2021-07-05,2022-06-27,12,Social,2,0.38857769803176945,0.0931580007509456,0.26093500907494116,0.6504702194357367,0.19106247150022798
7,2021-07-05,2022-06-27,8,Social,3,0.360989859965153,0.09139950559871513,0.23132968536084828,0.6347962382445141,0.15595075239398085
7,2021-07-05,2022-06-27,10,Social,4,0.35013613035964763,0.07298923543557634,0.3160680595609219,0.6841692789968652,0.16711354309165527
7,2021-07-05,2022-06-27,24,Governance,5,0.2203790519310304,0.0,0.18289942842458634,0.6065830721003135,0.3948563611491109
7,2021-07-05,2022-06-27,15,Social,6,0.14135704027449125,0.0,0.052793033013210394,0.530564263322884,0.3085881424059719
8,2021-10-04,2022-09-26,10,Social,1,0.46396550123860875,0.04652285409303447,0.157531454758311,0.5951178451178452,0.2713250148544266
8,2021-10-04,2022-09-26,12,Social,2,0.32842678669848535,0.02003746980169474,0.2741377061284805,0.6624579124579124,0.26070112893642305
8,2021-10-04,2022-09-26,19,Governance,3,0.3206797367362038,0.03183967371114127,0.1354689626373245,0.5698653198653199,0.18414322250639384
8,2021-10-04,2022-09-26,24,Governance,4,0.1834143252380679,0.0,0.158957924844541,0.595959595959596,0.318716577540107
8,2021-10-04,2022-09-26,15,Social,5,0.14749178021411363,0.0,0.0629550338722911,0.5378787878787878,0.3135115864527629
8,2021-10-04,2022-09-26,8,Social,6,0.14218796026074343,0.002092960767220653,0.07806691846451454,0.5471380471380471,0.253048128342246
9,2022-01-03,2022-12-26,10,Social,1,0.4487156080924613,0.13017838701327356,0.17365973979587457,0.6036184210526316,0.22055852644087937
9,2022-01-03,2022-12-26,24,Governance,2,0.20045961810342494,0.004429909989983383,0.11577053815941611,0.569078947368421,0.3748068924539513
9,2022-01-03,2022-12-26,12,Social,3,0.17931965859039847,0.0,0.1965350967331762,0.6151315789473684,0.27981778570013865
9,2022-01-03,2022-12-26,19,Governance,4,0.17294882152724786,0.0,0.31144399651871585,0.6529605263157894,0.2022408963585434
9,2022-01-03,2022-12-26,8,Social,5,0.16369369359654024,0.0,0.11574433090652585,0.5690789473684211,0.3084175084175084
9,2022-01-03,2022-12-26,15,Social,6,0.14409516185496188,0.0,0.10647317538821582,0.5633223684210527,0.2677757971875619
10,2022-04-04,2023-03-27,10,Social,1,0.44499491298303184,0.09375779234053883,0.02755879781689151,0.5164473684210527,0.33848322220415245
10,2022-04-04,2023-03-27,12,Social,2,0.30099868429865084,0.04806772322122188,0.19239909020443352,0.611842105263158,0.2041343669250646
10,2022-04-04,2023-03-27,19,Governance,3,0.17036818476929227,0.01136591142152188,0.23302199031200316,0.609375,0.1691542288557214
10,2022-04-04,2023-03-27,24,Governance,4,0.168745628783993,0.0,0.04410306215596805,0.5263157894736842,0.3834564523483812
10,2022-04-04,2023-03-27,8,Social,5,0.13547304671572385,0.0014494006809355753,0.03031399142789963,0.518092105263158,0.3006839945280438
10,2022-04-04,2023-03-27,15,Social,6,0.11415911723183422,0.0,0.05650832802881632,0.533717105263158,0.23618787049703602
11,2022-07-04,2023-06-26,8,Social,1,0.49092909289295267,0.16149919915269773,0.11737433971751843,0.5693548387096774,0.39051527587779294
11,2022-07-04,2023-06-26,10,Social,2,0.48756034026220485,0.1646960335983938,0.08731671507449652,0.5516129032258064,0.39347013223894206
11,2022-07-04,2023-06-26,19,Governance,3,0.29107553593990193,0.08319254969552903,0.2600905664339044,0.617741935483871,0.1691542288557214
11,2022-07-04,2023-06-26,12,Social,4,0.15698508050303228,0.0,0.19623662616761353,0.614516129032258,0.22478796169630644
11,2022-07-04,2023-06-26,15,Social,5,0.144272268929386,0.0,0.11325424256842118,0.5669354838709677,0.26285453716370266
11,2022-07-04,2023-06-26,24,Governance,6,0.12033133826940184,0.0,0.09276771238949326,0.5548387096774193,0.2206839945280438
12,2022-10-03,2023-09-25,19,Governance,1,0.4422016294125802,0.13623660771363544,0.290140862668991,0.6200657894736842,0.1691542288557214
12,2022-10-03,2023-09-25,10,Social,2,0.32518265644441935,0.10094082250435532,0.08541100916058748,0.5509868421052633,0.1828545371637027
12,2022-10-03,2023-09-25,24,Governance,3,0.19359276797412417,0.03523624161811334,0.05234868303390845,0.53125,0.24439580483356133
12,2022-10-03,2023-09-25,12,Social,4,0.14798926527622255,0.0,0.19211831049677444,0.6134868421052632,0.2040998217468806
12,2022-10-03,2023-09-25,8,Social,5,0.1382009080689878,0.0,0.14328304726066882,0.5855263157894737,0.2206839945280438
12,2022-10-03,2023-09-25,15,Social,6,0.10519886628781679,0.0,0.00826951141885117,0.5049342105263157,0.25579571363429093
13,2023-01-02,2023-12-25,8,Social,1,0.45589739020209086,0.052589777904904045,0.0717776524795087,0.5446428571428571,0.3249676975167171
13,2023-01-02,2023-12-25,24,Governance,2,0.3302498221827854,0.03791151553041128,0.014354231294080365,0.5089285714285714,0.27200105631478183
13,2023-01-02,2023-12-25,15,Social,3,0.1493556301972813,0.0,0.06317434177206868,0.5392857142857144,0.3163851399145517
13,2023-01-02,2023-12-25,12,Social,4,0.12356783067516008,0.0,0.005816525414093804,0.5035714285714286,0.3037282252968528
13,2023-01-02,2023-12-25,10,Social,5,0.10955107717868137,0.0,0.051675232658689306,0.5321428571428571,0.22723971743579585
13,2023-01-02,2023-12-25,19,Governance,6,0.07177966531405515,0.0,0.054007979842834807,0.5223214285714286,0.14479638009049775
14,2023-04-03,2024-03-25,15,Social,1,0.4570836242437226,0.09118289812705394,0.14621603860338644,0.5925925925925926,0.3990666435429706
14,2023-04-03,2024-03-25,8,Social,2,0.4436235972344095,0.1121791436475208,0.03800928741348074,0.524074074074074,0.324215239566746
14,2023-04-03,2024-03-25,24,Governance,3,0.18307928968819454,0.020611450900625883,0.07016464154456233,0.5444444444444444,0.255569394737257
14,2023-04-03,2024-03-25,12,Social,4,0.12052694326781563,0.001284210693763832,0.025111545093609154,0.5157407407407407,0.26991659703280935
14,2023-04-03,2024-03-25,10,Social,5,0.11066587011270324,0.0,0.05262348115842175,0.5333333333333333,0.2284200734702887
14,2023-04-03,2024-03-25,19,Governance,6,0.06471115406125366,0.0,0.04916693911010762,0.5231481481481481,0.12669683257918551
15,2023-07-03,2024-06-24,19,Governance,1,0.4295034735819843,0.09355237761591062,0.22647223291979132,0.6089965397923875,0.15920398009950248
15,2023-07-03,2024-06-24,24,Governance,2,0.37525891366376407,0.06805437546292747,0.1017307758093548,0.5622837370242214,0.30199118407052744
15,2023-07-03,2024-06-24,15,Social,3,0.32056567831261384,0.02976442265148549,0.22353099893446904,0.6366782006920415,0.3640066879464965
15,2023-07-03,2024-06-24,12,Social,4,0.144201213711851,0.010307003009673021,0.0014248079274655151,0.5008650519031141,0.2766134121632843
15,2023-07-03,2024-06-24,8,Social,5,0.13602210649902685,0.0,0.07064477373753843,0.5432525951557093,0.2771589255857381
15,2023-07-03,2024-06-24,10,Social,6,0.12845310339894847,0.0,0.05086423709102767,0.5311418685121108,0.2758473932208543
16,2023-10-02,2024-09-23,10,Social,1,0.41801041878930123,0.07267737283087117,0.02229978693352242,0.5134680134680135,0.2754035567715458
16,2023-10-02,2024-09-23,15,Social,2,0.406323494881093,0.04347084950670088,0.2566566765720206,0.6548821548821548,0.34152302781577754
16,2023-10-02,2024-09-23,24,Governance,3,0.35701346581304255,0.041711544157429836,0.17561479533185037,0.6060606060606061,0.30756041951664387
16,2023-10-02,2024-09-23,12,Social,4,0.3020444408486649,0.045533543198879256,0.011223776809217325,0.5067340067340067,0.2754035567715458
16,2023-10-02,2024-09-23,8,Social,5,0.23688316128374043,0.017088699681644837,0.055749467333806056,0.5336700336700337,0.36680346557227544
16,2023-10-02,2024-09-23,19,Governance,6,0.11105564747311397,0.0,0.15623531742046806,0.5791245791245792,0.15920398009950248
17,2024-01-01,2024-12-23,24,Governance,1,0.47539919990892543,0.1157942737537272,0.08299692751606674,0.5481366459627329,0.367952576379389
17,2024-01-01,2024-12-23,12,Social,2,0.27277309864200316,0.057784968025426986,0.12107540538725681,0.5698757763975155,0.20518011855905152
17,2024-01-01,2024-12-23,10,Social,3,0.23827507395738104,0.03153110080224586,0.13653097494329994,0.579192546583851,0.2754035567715458
17,2024-01-01,2024-12-23,19,Governance,4,0.19354902522340867,0.03994224303691807,0.07979979904295391,0.5388198757763975,0.16666666666666666
17,2024-01-01,2024-12-23,8,Social,5,0.17809649403879943,0.0,0.14188513082342932,0.5822981366459627,0.3246329229366165
17,2024-01-01,2024-12-23,15,Social,6,0.16461192226566151,0.0,0.1419976169292977,0.5822981366459627,0.2909074327405381
