driver_number,pillar,avg_rank,combined_stability,current_regime,is_emerging,is_declining
8,Social,3.8823529411764706,0.49521210704036234,stable,False,False
24,Governance,3.176470588235294,0.5624397182142709,stable,False,False
12,Social,2.9411764705882355,0.5881092861951277,stable,False,False
15,Social,4.352941176470588,0.4720008420338467,stable,False,False
10,Social,3.176470588235294,0.5384202096563926,stable,False,False
19,Governance,3.4705882352941178,0.4652867235420609,stable,False,False
