window_id,period_start,period_end,driver_number,pillar,rank,combined_score,mi_score
6,2021-04-05,2022-03-28,25,Governance,4,0.10616362225927817,0.0
6,2021-04-05,2022-03-28,13,Social,5,0.09892178600022367,0.0
6,2021-04-05,2022-03-28,22,Governance,6,0.08702398563537117,0.0
7,2021-07-05,2022-06-27,3,Environmental,1,0.47180692679782105,0.08618165177632653
7,2021-07-05,2022-06-27,12,Social,2,0.31615967031355197,0.07217627838514029
7,2021-07-05,2022-06-27,22,Governance,3,0.10776291480833608,0.0
7,2021-07-05,2022-06-27,13,Social,4,0.09942236036897599,0.0
7,2021-07-05,2022-06-27,4,Environmental,5,0.0923500062221086,0.0
7,2021-07-05,2022-06-27,25,Governance,6,0.08163255548160857,0.0
8,2021-10-04,2022-09-26,4,Environmental,1,0.37850391620710916,0.24605055630239758
8,2021-10-04,2022-09-26,22,Governance,2,0.16394001043101275,0.06896151128629002
8,2021-10-04,2022-09-26,3,Environmental,3,0.1599108516398223,0.0
8,2021-10-04,2022-09-26,12,Social,4,0.12132296575370377,0.0382036162004038
8,2021-10-04,2022-09-26,25,Governance,5,0.11378316171951076,0.006861040091391324
8,2021-10-04,2022-09-26,13,Social,6,0.10536493863215253,0.0
9,2022-01-03,2022-12-26,22,Governance,1,0.4001008363504312,0.12443680022770542
9,2022-01-03,2022-12-26,13,Social,2,0.27959810865829704,0.08670706782912752
9,2022-01-03,2022-12-26,12,Social,3,0.25727411877418344,0.08233692274492865
9,2022-01-03,2022-12-26,4,Environmental,4,0.2548695937750847,0.0667614982503637
9,2022-01-03,2022-12-26,3,Environmental,5,0.22095212449863272,0.0
9,2022-01-03,2022-12-26,25,Governance,6,0.1797615769807785,0.03556232819230987
10,2022-04-04,2023-03-27,22,Governance,1,0.4956586729019647,0.13362709848647936
10,2022-04-04,2023-03-27,25,Governance,2,0.21408349321049702,0.041087735898400535
10,2022-04-04,2023-03-27,3,Environmental,3,0.17149124210278355,0.0
10,2022-04-04,2023-03-27,12,Social,4,0.14958245556732916,0.019180865375613365
10,2022-04-04,2023-03-27,4,Environmental,5,0.11845015829215884,0.0
10,2022-04-04,2023-03-27,13,Social,6,0.10826959710133266,0.0
11,2022-07-04,2023-06-26,25,Governance,1,0.39206257460955907,0.11726744057018323
11,2022-07-04,2023-06-26,12,Social,2,0.3732851350361665,0.11968963306704317
11,2022-07-04,2023-06-26,3,Environmental,3,0.18271048729252914,0.0
11,2022-07-04,2023-06-26,22,Governance,4,0.1378964492136141,0.0025354696872379456
11,2022-07-04,2023-06-26,13,Social,5,0.08922570628539236,0.0
11,2022-07-04,2023-06-26,4,Environmental,6,0.08062040553885239,0.0
12,2022-10-03,2023-09-25,13,Social,1,0.40001443295428385,0.1586346457258596
12,2022-10-03,2023-09-25,22,Governance,2,0.36051278449731466,0.1130175309797159
12,2022-10-03,2023-09-25,25,Governance,3,0.3373227787490831,0.13377029961310738
12,2022-10-03,2023-09-25,3,Environmental,4,0.14176136544053144,0.0
12,2022-10-03,2023-09-25,4,Environmental,5,0.1096712975901244,0.0
12,2022-10-03,2023-09-25,12,Social,6,0.06832343426093081,0.0
13,2023-01-02,2023-12-25,3,Environmental,1,0.35965363102565995,0.07335473756532918
13,2023-01-02,2023-12-25,13,Social,2,0.23385379442560345,0.03357797269978269
13,2023-01-02,2023-12-25,4,Environmental,3,0.21967056179917877,0.01968358417417937
13,2023-01-02,2023-12-25,25,Governance,4,0.13882707050382365,0.0
13,2023-01-02,2023-12-25,22,Governance,5,0.13061641640359933,0.0
13,2023-01-02,2023-12-25,12,Social,6,0.0745944457097878,0.0
14,2023-04-03,2024-03-25,13,Social,1,0.4216799903287373,0.14441428003490664
14,2023-04-03,2024-03-25,25,Governance,2,0.276388139801534,0.0
14,2023-04-03,2024-03-25,4,Environmental,3,0.12547378792432254,0.0
14,2023-04-03,2024-03-25,22,Governance,4,0.10044910601747928,0.0
14,2023-04-03,2024-03-25,3,Environmental,5,0.08719242018281456,0.0
14,2023-04-03,2024-03-25,12,Social,6,0.05602701264446688,0.0
15,2023-07-03,2024-06-24,13,Social,1,0.43063049326729225,0.0767491724909064
15,2023-07-03,2024-06-24,22,Governance,2,0.1756074649523251,0.0
15,2023-07-03,2024-06-24,3,Environmental,3,0.11380366005217087,0.0
15,2023-07-03,2024-06-24,25,Governance,4,0.09546383906712584,0.0
15,2023-07-03,2024-06-24,12,Social,5,0.07006717623018512,0.0
15,2023-07-03,2024-06-24,4,Environmental,6,0.06942917862608185,0.0
16,2023-10-02,2024-09-23,13,Social,1,0.4618958839709613,0.15533208919984753
16,2023-10-02,2024-09-23,22,Governance,2,0.19598699327301605,0.0
16,2023-10-02,2024-09-23,4,Environmental,3,0.1223192306093585,0.03363617725853363
16,2023-10-02,2024-09-23,25,Governance,4,0.09858630826159048,0.0
16,2023-10-02,2024-09-23,3,Environmental,5,0.07681182794870954,0.0
16,2023-10-02,2024-09-23,12,Social,6,0.06980990336503543,0.001637571634311552
17,2024-01-01,2024-12-23,13,Social,1,0.4330383118473685,0.10035493524026728
17,2024-01-01,2024-12-23,4,Environmental,2,0.3081484084455484,0.07604229456676359
17,2024-01-01,2024-12-23,3,Environmental,3,0.19331864711616864,0.04055893059132165
17,2024-01-01,2024-12-23,22,Governance,4,0.10944683266002206,0.0
17,2024-01-01,2024-12-23,25,Governance,5,0.10929649552406558,0.0
17,2024-01-01,2024-12-23,12,Social,6,0.09967726729956533,0.0
